"1201","der","Sieger","winner"
"1202","die","Statistik","statistics"
"1203","die","Strahlung","radiation"
"1204","das","Taxi","taxi"
"1205","das","Turnier","tournament"
"1206","die","Übernahme","takeover"
"1207","die","Verarbeitung","processing"
"1208","die","Veröffentlichung","publication"
"1209","die","Verteilung","distribution"
"1210","die","Wiedervereinigung","reunification"
"1211","der","Witz","joke"
"1212","der","Abschied","departure, parting"
"1213","die","Benutzung","use"
"1214","die","Beurteilung","judgement"
"1215","der","Bewerber","applicant"
"1216","das","Defizit","deficit"
"1217","die","Einschränkung","restriction"
"1218","die","Ermittlung","investigation"
"1219","der","Ertrag","yield"
"1220","der","Flur","hall, corridor"
"1221","das","Format","format"
"1222","der","Held","hero"
"1223","die","Herstellung","production"
"1224","der","Kaiser","emperor"
"1225","die","Kammer","small room"
"1226","die","Kette","chain"
"1227","die","Kleidung","clothes"
"1228","die","Kneipe","pub, bar"
"1229","der","Kritiker","critic"
"1230","die","Küste","coast"
"1231","das","Messer","knife"
"1232","die","Messung","measuring, measurement"
"1233","das","Motto","motto"
"1234","der","Nutzer","user"
"1235","der","Passagier","passenger"
"1236","die","Premiere","opening night"
"1237","die","Probe","sample, test, rehearsal"
"1238","der","Quadratmeter","square meter"
"1239","der","Saal","hall"
"1240","die","Schwäche","weakness"
"1241","der","Sektor","sector"
"1242","der","Sprung","jump"
"1243","das","Symptom","symptom"
"1244","das","Tennis","tennis"
"1245","das","Top","top"
"1246","das","Tuch","cloth"
"1247","die","Überraschung","surprise"
"1248","die","Übersetzung","translation"
"1249","die","Verbreitung","spread"
"1250","das","Virus","virus"
"1251","das","Vorhaben","plan, project"
"1252","die","Vorlage","draft, model"
"1253","die","Wärme","warmth, heat"
"1254","die","Werbung","advertising"
"1255","die","Wiese","meadow"
"1256","das","Zelt","tent"
"1257","der","Anhänger","supporter, trailer"
"1258","die","Anzeige","display, advertisement"
"1259","die","Aufklärung","enlightenment, solution"
"1260","die","Auflösung","dissolving, breaking up"
"1261","die","Bestellung","order, reservation"
"1262","der","Bude","boy"
"1263","das","Bündnis","alliance"
"1264","die","Burg","castle"
"1265","der","Dialekt","dialect"
"1266","die","Durchführung","carrying out"
"1267","die","Einigung","agreement"
"1268","die","Einsicht","view, insight"
"1269","das","Gedächtnis","memory"
"1270","das","Gefängnis","gesture"
"1271","die","Gleichung","equation"
"1272","die","Herrschaft","power, reign"
"1273","die","Infrastruktur","infrastructure"
"1274","der","Katalog","catalogue"
"1275","die","Meldung","report"
"1276","die","Mission","mission"
"1277","die","Mitteilung","communication, announcement"
"1278","die","Nahrung","nourishment, food"
"1279","der","Nebel","fog"
"1280","der","Offizier","officer"
"1281","die","Oma","grandma"
"1282","die","Philosophie","philosophy"
"1283","die","Realisierung","implementation"
"1284","der","Schein","light, appearance, certificate"
"1285","der","Schnitt","cut"
"1286","die","Schnittstelle","interface"
"1287","die","Schulden","debt"
"1288","die","Sehnsucht","longing"
"1289","der","Skandal","scandal"
"1290","das","Stadion","stadium"
"1291","der","Tipp","tip, hint"
"1292","das","Wiedersehen","reunion"
"1293","die","Wunde","wound"
"1294","die","Wurzel","root"
"1295","die","Zeuge","witness"
"1296","das","Zeugnis","report, testimonial"
"1297","der","Anblick","sight"
"1298","das","Anliegen","request"
"1299","die","Anpassung","adaptation"
"1300","der","Anstieg","rise, increase"
