"1001","das","Salz","salt"
"1002","der","Stil","style"
"1003","die","Vermittlung","negotiation, placement"
"1004","der","Wahlkampf","election campaign"
"1005","die","Wolke","cloud"
"1006","der","Zahn","tooth"
"1007","die","Anstrengung","effort"
"1008","die","Behinderung","obstruction, handicap"
"1009","die","Berücksichtigung","consideration"
"1010","der","Bord","board"
"1011","der","Dichter","writer, poet"
"1012","der","Eingriff","intervention, interference"
"1013","der","Einwohner","inhabitant"
"1014","der","Fan","fan, supporter"
"1015","die","Hütte","hut, cabin"
"1016","die","Kooperation","cooperation"
"1017","die","Stasi","state security service"
"1018","das","Symbol","symbol"
"1019","der","Täter","culprit, perpetrator"
"1020","die","Tour","tour, trip"
"1021","die","Trennung","separation"
"1022","die","Übertragung","transmission, broadcast"
"1023","die","Verfassung","constitution"
"1024","die","Zeitschrift","magazine, journal"
"1025","die","Absicht","intention"
"1026","der","Architekt","architect"
"1027","die","Aufmerksamkeit","attention"
"1028","der","Beschluss","decision, resolution"
"1029","die","Bibel","bible"
"1030","die","Bindung","relationship, attachment"
"1031","die","Börse","stock market"
"1032","das","Business","business"
"1033","der","Ehegatte","husband"
"1034","die","Einschätzung","opinion, assessment, evaluation"
"1035","das","Elektron","electron"
"1036","die","Entstehung","origin"
"1037","die","Erweiterung","expansion, extension"
"1038","der","Feind","enemy"
"1039","die","Flucht","flight, escape"
"1040","der","Flüchtling","refugee"
"1041","das","Geschlecht","sex, gender"
"1042","das","Gewissen","conscience"
"1043","der","Gläubiger","creditor, believer"
"1044","der","Griff","handle, grip, grasp"
"1045","der","Halt","stop, hold"
"1046","das","Hemd","shirt"
"1047","die","Infektion","infection"
"1048","der","Kindergarten","nursery school"
"1049","das","Klima","climate"
"1050","der","Kontinent","continent"
"1051","die","Kündigung","termination, notice of dismissal"
"1052","der","Mantel","coat"
"1053","das","Marketing","marketing"
"1054","der","Mister","mister"
"1055","der","Mut","courage"
"1056","die","Nebenwirkung","side effect"
"1057","die","Oper","opera"
"1058","das","Orchester","orchestra"
"1059","das","Paket","parcel, package"
"1060","die","Ressource","resource"
"1061","die","Revolution","revolution"
"1062","die","Richtlinie","guideline"
"1063","die","Rückkehr","return"
"1064","die","Scheibe","disc, slice, glass pane"
"1065","die","Stille","peace, silence"
"1066","der","Stress","stress"
"1067","die","These","thesis"
"1068","der","Transport","transportation"
"1069","der","Übergang","crossing, transition"
"1070","das","Vorbild","model, example"
"1071","das","Vorgehen","action"
"1072","der","Widerspruch","contradiction, dissent"
"1073","die","Wüste","desert"
"1074","der","Alkohol","alcohol"
"1075","die","Anerkennung","recognition"
"1076","der","Aufenthalt","stay, residence"
"1077","die","Aussicht","prospect, view"
"1078","der","Ball","ball"
"1079","die","Bemerkung","remark, comment"
"1080","der","Besitz","property, possession"
"1081","die","Chemie","chemistry"
"1082","die","Distanz","distance"
"1083","das","Ei","egg"
"1084","die","Frist","time period, deadline"
"1085","das","Geschenk","gift"
"1086","die","Gestaltung","design, organization"
"1087","das","Heim","home"
"1088","der","Höhepunkt","high point, peak"
"1089","der","Horizont","horizon"
"1090","die","Konferenz","conference"
"1091","das","Kreuz","cross"
"1092","die","Notwendigkeit","necessity"
"1093","das","Organ","organ"
"1094","die","Presse","press"
"1095","die","Rechtsprechung","jurisdiction"
"1096","das","Regal","shelf"
"1097","der","Ring","ring"
"1098","die","Übung","exercise, practice"
"1099","der","Vortrag","lecture"
"1100","die","Zeile","line"
