"501","die","Kommunikation","communication"
"502","die","Mama","mamma"
"503","das","Museum","museum"
"504","die","Nutzung","use"
"505","die","Basis","basis"
"506","die","Ecke","corner"
"507","der","Herbst","autumn"
"508","das","Kriterium","criterion"
"509","der","Terror","terror"
"510","das","Verständnis","understanding"
"511","die","Zusammenarbeit","cooperation"
"512","die","Ansicht","opinion, view"
"513","die","Auseinandersetzung","argument, quarrel"
"514","die","Bahn","train, railway, way"
"515","die","Bürgermeister","mayor"
"516","die","Definition","definition"
"517","das","Flugzeug","airplane"
"518","das","Foto","photograph"
"519","die","Masse","mass, crowd"
"520","die","Nation","nation"
"521","die","Phase","phase"
"522","der","Stein","rock, stone"
"523","der","Ton","sound, tone, clay"
"524","die","Veranstaltung","event"
"525","die","Änderung","change"
"526","die","Ausnahme","exception"
"527","der","Bau","construction, building"
"528","das","Hobby","hobby"
"529","der","Kaffee","coffee"
"530","der","Konflikt","conflict"
"531","die","Leitung","management, leadership, pipe"
"532","die","Lust","desire"
"533","die","Mehrheit","majority"
"534","der","Nachmittag","afternoon"
"535","die","Rechnung","bill, calculation"
"536","das","Schloss","lock, castle"
"537","die","Aktivität","activity"
"538","das","Dach","roof"
"539","das","Fest","festival, celebration"
"540","der","Kandidat","candidate"
"541","die","Landschaft","landscape, countryside"
"542","die","Mannschaft","crew, team"
"543","die","Mauer","wall"
"544","die","Runde","round"
"545","der","Stern","star"
"546","der","Experte","expert"
"547","die","Gestalt","shape, form, figure"
"548","der","Laden","shop"
"549","der","Meister","master"
"550","die","Stellung","position, standing"
"551","der","Zugang","access"
"552","die","Branche","sector, line of business"
"553","die","Figur","figure"
"554","der","Frieden","peace"
"555","die","Industrie","industry"
"556","der","Umgang","dealings, contact"
"557","der","Vorgang","occurrence"
"558","das","Wachstum","growth"
"559","das","Büro","office"
"560","die","Darstellung","presentation, description"
"561","der","Fußball","soccer, football"
"562","die","Gewalt","violence, force"
"563","die","Institution","institution"
"564","die","Katze","cat"
"565","der","Konzern","business group"
"566","das","Lager","camp, storeroom"
"567","die","Lehre","apprenticeship, lesson, doctrine"
"568","das","Pferd","horse"
"569","der","Rat","advice"
"570","der","Schatten","shadow, shade"
"571","die","Spitze","point, top, peak"
"572","die","Strecke","distance, route"
"573","die","Szene","scene"
"574","die","Weltmeisterschaft","world championship"
"575","das","Blut","blood"
"576","die","Dauer","length of time"
"577","das","Feuer","fire"
"578","das","Gymnasium","secondary school"
"579","die","Konsequenz","consequence"
"580","die","Nase","nose"
"581","der","Stuhl","chair"
"582","der","Süden/Süd","south"
"583","das","Tor","gate, goal"
"584","der","Verband","association, bandage"
"585","die","Aktie","share"
"586","die","Aktion","action, campaign"
"587","der","Anlass","occasion, cause"
"588","die","Ausgabe","distribution, edition, expenses"
"589","der","Ausländer","foreigner"
"590","das","Bundesland","state, province"
"591","der","Club","club"
"592","der","Fluss","river"
"593","die","Führung","management, leadership, command"
"594","die","Geschwindigkeit","speed"
"595","das","Gut","estate, goods"
"596","die","Medizin","medicine"
"597","der","Nachbar","neighbor"
"598","die","Software","software"
"599","die","Stufe","step, level"
"600","das","Telefon","telephone"
